Habitat Name,Type,Ecosystem Type,Count
artificial waterbodies,aquatic,arid corridor,1
sagebrush-steppe,terrestrial,sagebrush-steppe ecosystem,1
ex-arable fields with poor sandy soils,terrestrial,sandy grassland,1
artificial water points,aquatic,hot semi-arid landscape,1
terrestrial shelters,terrestrial,hot semi-arid landscape,1
freshwater and brackish regions,aquatic,estuarine ecosystem,1
different environments,aquatic,aquatic,1
Raspberry fields,terrestrial,Agricultural ecosystem in Patagonia,1
broadleaf forests,terrestrial,forests,1
conifer forests,terrestrial,forests,1
forests,terrestrial,forest plantation ecosystems,1
protected areas habitat,terrestrial,protected areas,1
small dams,aquatic,arid ecosystem,1
ballast water,aquatic,freshwater ecosystems,2
pond mesocosm,aquatic,lentic ecosystem,1
fallow paddocks,terrestrial,subtropical grassland,1
Svalbard coast,marine,Arctic,1
inland lakes,aquatic,-,1
understorey,terrestrial,oak woodlands,1
pastoral properties,terrestrial,arid ecosystem,1
peatland soil,terrestrial,peatland,1
grasslands,terrestrial,grassy woodlands,1
grassy woodlands habitat,terrestrial,grassy woodlands,1
woodland communities,terrestrial,semi-arid rangelands,1
Forested Habitats,terrestrial,Island Ecosystem,1
Native Forest,terrestrial,Island Ecosystem,1
Non-native Forest,terrestrial,Island Ecosystem,1
agricultural land,terrestrial,agricultural,1
patches,terrestrial,-,1
agricultural habitats,terrestrial,South American ecosystem,1
forest areas,terrestrial,forest ecosystems,1
habitat with vegetation cover,terrestrial,arid mammalian community,1
floating fens,aquatic,peat-forming wetland ecosystems,1
open water,aquatic,peat-forming wetland ecosystems,1
watercourse,aquatic,freshwater ecosystem,1
forest,terrestrial,European forests,1
forest plantations,terrestrial,Colombian ecosystems,1
general habitat,terrestrial,Australian ecosystem,1
Warmer and shallower waters,aquatic,Great Lakes,1
floodplain waterbodies,aquatic,-,1
deeper habitats,aquatic,floodplain waterbodies,1
shallow ponds,aquatic,floodplain waterbodies,1
wild rabbit habitats,terrestrial,wildlife,1
non-fragmented pine forests,terrestrial,pine forests,1
riverine systems,aquatic,lotic ecosystems,1
subtidal habitats,marine,marine,1
intertidal habitats,marine,marine,1
tree hollows,terrestrial,-,1
native sagebrush habitat,terrestrial,sagebrush ecosystem,1
cheatgrass-dominated sites,terrestrial,sagebrush ecosystem,1
forest canopy,terrestrial,secondary forests,1
understorey,terrestrial,secondary forests,1
beaver pond,aquatic,riparian forest,1
beaver meadow,terrestrial,riparian forest,1
plant community sympatric to S. oleraceus,terrestrial,-,1
palm-rich habitat,terrestrial,island ecosystem,1
kelp habitat,marine,kelp ecosystem,1
traffic infrastructure,terrestrial,terrestrial,1
land,terrestrial,island ecosystem,1
sea,aquatic,-,1
gardens,terrestrial,terrestrial ecosystems,1
herbaceous communities,terrestrial,herbaceous communities,1
resource-rich habitats,terrestrial,-,1
nutrient-poor habitats,terrestrial,-,1
flowers,terrestrial,South-East Asian forests,1
grassland sites,terrestrial,grassland,1
Host+ soils,terrestrial,-,1
Host- soils,terrestrial,-,1
invaded habitats,terrestrial,ecosystem,1
non-invaded habitats,terrestrial,ecosystem,1
forest soil,terrestrial,forest ecosystems,1
fragmented woodlands,terrestrial,broadleaved woodlands,1
-,-,plant–pollinator community,1
leaf-level habitats,terrestrial,-,1
faecal pellet,terrestrial,invaded ecosystems,1
soils,terrestrial,plant-soil ecosystem,1
community plots,terrestrial,Hawaiian lowland ecosystem,1
nectar,terrestrial,floral ecosystem,1
grasslands,terrestrial,various habitats,1
steppes,terrestrial,various habitats,1
deserts,terrestrial,various habitats,1
forests,terrestrial,various habitats,1
mountains,terrestrial,various habitats,1
wetlands,terrestrial,various habitats,1
dunes,terrestrial,various habitats,1
soil,terrestrial,grassland ecosystem,4
habitat for Gracilaria vermiculophylla,marine,marine environments,1
-,-,grassland communities,1
forest habitat,terrestrial,terrestrial ecosystem,1
urban grassland,terrestrial,urban grassland,1
intensively managed grasslands,terrestrial,grassland ecosystem,1
extensively managed grasslands,terrestrial,grassland ecosystem,1
edges of native vegetation fragments,terrestrial,-,1
disturbed habitats,terrestrial,-,2
forest patches,terrestrial,forest ecosystems,1
abandoned fields,terrestrial,forest ecosystems,1
human settlements,terrestrial,-,4
grasslands,terrestrial,semi‐arid grasslands,1
shallow lakes,aquatic,shallow lake plant communities,1
sediments of Caulerpa cylindracea,marine,marine ecosystem,1
sediments of Posidonia oceanica,marine,marine ecosystem,1
seagrass meadows,aquatic,aquatic ecosystems,1
grasslands,terrestrial,tropical montane forest–grassland mosaic,1
forests,terrestrial,tropical montane forest–grassland mosaic,1
herbaceous communities,terrestrial,Dryland Ecosystem,1
bare sediments,marine,seascape,1
seagrass canopy,marine,seascape,1
seagrass meadows of Thalassia testudinum,marine,seagrass meadows,1
seagrass meadows of Halophila stipulacea,marine,seagrass meadows,1
forest floor,terrestrial,boreal forest,1
coastal habitats,terrestrial,co-flowering communities,1
forested habitats,terrestrial,forest ecosystems,2
disturbed habitats,terrestrial,grassland ecosystems,1
grasslands,terrestrial,grassland ecosystems,1
nutrient-rich disturbed habitats,terrestrial,-,1
understorey,terrestrial,temperate forest ecosystem,1
disturbed conditions,terrestrial,grassland ecosystem,1
savanna,terrestrial,African savanna,1
cow parsnip habitat,terrestrial,Rocky Mountains ecosystem,1
grassland,terrestrial,old-field grassland,1
localities in the Chaco Serrano region,terrestrial,Chaco Serrano,1
citrus nurseries,terrestrial,agricultural,1
orchards,terrestrial,agricultural,1
seawater,aquatic,Wadden Sea ecosystem,1
oyster haemolymph,aquatic,Wadden Sea ecosystem,1
gut,aquatic,-,1
distribution systems,aquatic,drinking water,1
nesting sites,terrestrial,-,1
newly colonized habitat,-,-,1
artificial water containers,aquatic,-,1
disturbed habitats,terrestrial,disturbed habitats,1
fruit species,terrestrial,-,1
coastal walls,terrestrial,-,1
boulders,terrestrial,-,1
native forest,terrestrial,temperate rainforest,1
transformed habitat,terrestrial,temperate rainforest,1
Eucalyptus plantations with native understory,terrestrial,temperate rainforest,1
aquatic habitat,aquatic,water bodies,1
ponds,aquatic,tropical freshwater ecosystems,1
freshwater habitats,aquatic,aquatic ecosystem,1
water samples,aquatic,marine ecosystem,1
seawater,aquatic,marine coastal ecosystem,1
cereal crops,terrestrial,Mediterranean cereal crops,1
temperate habitats,terrestrial,temperate ecosystem,1
montane wetlands,aquatic,-,1
protected areas,terrestrial,-,4
tussock grasslands,terrestrial,tussock grasslands ecosystem,1
urban areas,terrestrial,terrestrial ecosystem in Australia,1
nature reserves,terrestrial,terrestrial ecosystem in Australia,1
rainforest habitats,terrestrial,tropical ecosystems,1
waterbodies,aquatic,Atlantic Forest ecosystem,1
Cloud Forest Habitat,terrestrial,Gnarled Mossy Cloud Forest,1
tussock grassland,terrestrial,Pampean grasslands,1
crop field,terrestrial,Pampean grasslands,1
island habitat,terrestrial,seabird ecosystem,1
grasslands,terrestrial,grassy woodland,1
woodland,terrestrial,grassy woodland,1
secondary forests,terrestrial,rainforest,1
sandstone-derived soil,terrestrial,Hawkesbury Sandstone-derived soil ecosystem,1
woodland,terrestrial,urban-woodland interface,1
sugarcane-grassland,terrestrial,Wet Tropics,1
sclerophyll forest,terrestrial,Wet Tropics,1
rainforest,terrestrial,Wet Tropics,1
Dunes,terrestrial,-,1
Bare ground,terrestrial,-,1
Grasslands,terrestrial,Grassland,1
Shrublands,terrestrial,Shrubland,1
Forests,terrestrial,-,1
subtropical savanna system,terrestrial,Chaco Serrano dry woodlands,1
vegetation community,terrestrial,fire-prone ecosystems,1
coast,terrestrial,extant native vegetation,1
Uruguay River,aquatic,Reservoir,1
woodlots,terrestrial,agroecosystems,1
riparian habitats,terrestrial,agroecosystems,1
pasture,terrestrial,-,1
Eucalyptus leaf,terrestrial,Eucalyptus plantation,1
native and introduced plant species,terrestrial,-,1
infested trees,terrestrial,-,1
Guava fruit,terrestrial,-,1
urban parks,terrestrial,invaded ecosystem,1
trees,terrestrial,urban parks,1
hillslopes,terrestrial,catchment ecosystem,1
riparian zones,terrestrial,catchment ecosystem,1
native habitat matrix,terrestrial,semi-arid montane ecosystem,1
roadside,terrestrial,semi-arid montane ecosystem,1
managed forest stands,terrestrial,forested rangeland ecosystem,1
unmanaged forest stands,terrestrial,forested rangeland ecosystem,1
sandy old-fields,terrestrial,novel ecosystems,1
soil propagule bank,terrestrial,floodplain wetland,1
woods,terrestrial,-,1
hedgerows,terrestrial,-,1
field boundaries,terrestrial,-,1
shifting dunes,terrestrial,European coastal dunes,1
stable dune grasslands,terrestrial,European coastal dunes,1
soil covered with recipient communities,terrestrial,-,1
swamps,aquatic,swamps,1
grassland,terrestrial,aspen parkland,1
-,terrestrial,wet grasslands,1
terrestrial environments,terrestrial,terrestrial ecosystem,1
marine environments,marine,marine ecosystem,1
freshwater environments,aquatic,freshwater ecosystem,1
-,-,sub-Antarctic ecosystem,1
habitats containing aquatic plants,aquatic,aquatic ecosystems,1
agricultural crops,terrestrial,terrestrial environments,1
human environments,terrestrial,terrestrial environments,1
botanical gardens,terrestrial,native ecosystems,1
domestic gardens,terrestrial,native ecosystems,1
terrestrial subterranean habitats,terrestrial,subterranean ecosystems,1
submontane and lowland forest,terrestrial,continental tropical forest,1
secondary forest,terrestrial,continental tropical forest,1
seminatural forest,terrestrial,continental tropical forest,1
managed areas,-,tropical forest,1
tropical rain forest gap tree communities,terrestrial,tropical rain forest,1
defaunated habitats,-,-,1
forest sites,terrestrial,Bornean forests,1
stream-associated habitat,aquatic,-,1
enclosures,terrestrial,historic grazing ecosystems,1
cordgrass stands,terrestrial,salt marsh ecosystem,1
oyster cultivation areas,marine,marine ecosystem,1
-,-,natural ecosystems,1
botanic gardens,terrestrial,-,1
aquatic environment of Nicaragua,aquatic,freshwater ecosystem,1
tributary habitat,aquatic,freshwater ecosystem,1
Local streams,aquatic,Freshwater ecosystem,1
region of the landscape,-,landscape,1
floodplains,terrestrial,-,1
marine habitat,aquatic,marine,2
island habitats,terrestrial/aquatic,island ecosystems,1
offshore islands,terrestrial,island ecosystem,1
oyster habitat,aquatic,estuary ecosystem,1
water,aquatic,aquatic community,1
ecotones between vegetation communities,terrestrial,ecotonal areas,1
human-disturbed habitats,terrestrial,agricultural landscape mosaics,1
natural habitats,terrestrial,agricultural landscape mosaics,1
semi-natural habitats,terrestrial,agricultural landscape mosaics,1
agricultural habitats,terrestrial,agricultural landscape mosaics,1
urban woodland,terrestrial,-,1
Barrow Island habitats,terrestrial,Barrow Island ecosystem,1
subtidal,marine,marine,3
intertidal,marine,marine,3
forests,terrestrial,forest ecosystem,2
vegetation plots,terrestrial,coastal dune ecosystem,1
habitat,terrestrial,-,1
ballast tanks,aquatic,marine ecosystem,1
coast,terrestrial,-,1
human-altered landscapes,terrestrial,-,1
habitats of social insects,terrestrial,terrestrial,1
riparian wetlands,aquatic,riparian wetlands,1
rocky bottoms,marine,marine,1
soft bottoms,marine,marine,1
man-made habitats,terrestrial,-,1
wetlands,terrestrial,-,2
open forests,terrestrial,-,1
local wildlife hosts,-,global,1
natural reefs,marine,benthic fouling systems,1
marine infrastructures,marine,benthic fouling systems,1
marinas,marine,benthic fouling systems,1
sedimentary coastlines,marine,benthic fouling systems,1
riverbanks,aquatic,riparian ecosystem,1
turbid lakes,aquatic,lake ecosystems,1
"clear, oligotrophic lakes",aquatic,lake ecosystems,1
Arctic shelf habitats,marine,Arctic marine ecosystem,1
human-modified habitats,-,-,1
water bodies,aquatic,freshwater ecosystems,1
S. alterniflora marshes,terrestrial,coastal ecosystems of the Atlantic coast of South America,1
understorey vegetation,terrestrial,forest ecosystems,1
habitats in the Mediterranean Sea,marine,marine ecosystems,1
islands,terrestrial,plant-hummingbird networks,1
revegetated patches,terrestrial,woodland,1
native woodland patches,terrestrial,woodland,1
floodplain,terrestrial,braided river ecosystems,1
alfalfa fields,terrestrial,coccinellid community,1
-,-,plant-pollinator community,1
critical habitats,-,marine,1
coastal regions,terrestrial,coastal ecosystem,1
inland regions,terrestrial,-,1
isolated lakes,aquatic,isolated-lake landscape,1
urbanized areas,terrestrial,Greater Everglades Ecosystem,1
temperate and boreal softwood riparian woodland,terrestrial,European woodlands,1
mire and mountain coniferous woodland,terrestrial,European woodlands,1
land-uses of varying management intensity,terrestrial,-,1
low-intensity land-uses,terrestrial,land-uses of varying management intensity,1
high-intensity land-uses,terrestrial,land-uses of varying management intensity,1
remnant grassland patches (RGPs),terrestrial,grasslands,1
forest and shrub,terrestrial,European distribution edge,1
Ponto-Caspian habitats,aquatic,European water bodies,1
Low elevation human-dominated sites,-,-,1
Higher elevations along valleys,-,-,1
abandoned fields,terrestrial,abandoned fields,1
large rivers,aquatic,river ecosystems,1
drainage canals,aquatic,river ecosystems,1
coastal areas,marine,subarctic coastal ecosystems,1
central lake and floodplain lakes,aquatic,floodplain lake landscape,1
mountain habitat,terrestrial,dark coniferous forests,1
stream headwaters,aquatic,freshwater ecosystem,1
open habitats,terrestrial,open habitats,2
shallow benthic habitats,aquatic,shallow benthic ecosystems,1
freshwater,aquatic,freshwater systems,1
brackish water,aquatic,brackish water systems,1
high elevation biomes,terrestrial,-,1
high latitude biomes,terrestrial,-,1
lower-elevation tropical and subtropical biomes,terrestrial,-,1
native forest,terrestrial,forest,1
exotic forest,terrestrial,forest,1
-,-,natural systems,1
terrestrial flatworm fauna,terrestrial,native ecosystems,1
grassy communities,terrestrial,grassy communities,1
forest fragments,terrestrial,native forest,2
North Island,terrestrial,Nothofagus forests,1
South Island,terrestrial,Nothofagus forests,1
suitable habitats,-,riparian ecosystem,1
human-modified environments,terrestrial,grassland-dominated landscape,1
"habitats modified by vegetation clearance, pasture development and livestock grazing",terrestrial,grassland-dominated landscape,1
semi-natural and intensively managed vegetation,terrestrial,grassland-dominated landscape,1
Species rich habitats,-,-,1
"lakes, backwaters, reservoirs",aquatic,lentic ecosystems,1
"streams, rivers",aquatic,lotic ecosystems,1
habitat availability,-,-,1
north-facing slopes,terrestrial,alpine ecosystem,1
south-facing slopes,terrestrial,alpine ecosystem,1
native vegetation,terrestrial,forest ecosystems,1
Pinus contorta stands,terrestrial,forest ecosystems,1
ponds,aquatic,ecosystem_name,1
suitable habitat,aquatic,freshwater ecosystem,1
gardens,terrestrial,naturalized cultivated flora,1
crops,terrestrial,agricultural ecosystems,1
domatia of Barteria fistulosa trees,terrestrial,tropical forest,1
main vegetation zones,terrestrial,-,1
pine plantations,terrestrial,modified and fragmented landscape with non-native pine trees,1
pine windbreaks,terrestrial,modified and fragmented landscape with non-native pine trees,1
ant nests,terrestrial,drylands,1
tributaries of the Colorado River Basin,aquatic,desert stream ecosystem,1
deep profundal zone,aquatic,subarctic lake ecosystem,1
littoral zone,aquatic,subarctic lake ecosystem,1
