Relationship Name,Type,Count
seed attraction and protection from stresses,ecological,1
negative correlation between lantana density and tree cover,ecological,1
animal activity affecting lantana prevalence,ecological,1
density impact on species richness,ecological,1
fire risk from fuel loads,ecological,1
impact on seedling recruitment,ecological,1
re-colonization context,ecological,1
invasiveness context,ecological,1
resource responsiveness,ecological,1
impact of fire,physical,1
transition boundaries,ecological,1
presence and effect,ecological,1
naturalization beyond native range,ecological,1
competitor release effect,ecological,1
predatory threat,ecological,1
canopy effects,ecological,2
seed density suppression,ecological,1
herbivory performance,ecological,1
germination requirements,ecological,1
predation and avoidance learning,ecological,1
impact on native anurans,ecological,1
recruitment opportunity,ecological,1
successional dynamics,ecological,1
recruitment reduction,physical,1
maintenance,ecological,1
seed deposition,ecological,1
disturbance and impact,ecological,1
habitat-forming,ecological,1
habitat co-location,ecological,1
recent arrival,anthropogenic,1
ecophysiological trait comparison,ecological,1
multispecies interactions affecting reproductive output,ecological,1
contagious seed dispersal,ecological,1
facilitation of seed dispersal,ecological,2
drivers running over invasive cane toads,anthropogenic,1
impact on survival,biological,1
constraint on survival,ecological,1
potential synergistic effects,ecological,1
biomass response to elevated CO₂,ecological,1
competition and shading,ecological,1
shading effect on growth,ecological,1
restoration success,ecological,1
aphid infestation,biological,1
fruit predation,biological,1
fungal infection,biological,2
abiotic effects on biotic interactions,ecological,1
eradication,ecological,1
phenotypic plasticity comparison,ecological,1
recruitment and mortality balance,ecological,1
Allee effect generation,ecological,1
selective foraging,ecological,1
diversity decline,ecological,1
exotic dominance,ecological,1
trait differences,biological,2
trait comparisons,biological,1
colonization relationship,ecological,1
suppression,anthropogenic,1
ecosystem regulation,ecological,1
enemy release and tolerance,ecological,1
pathogen-host relationship,ecological,2
species community dynamics,ecological,1
species abundance comparison,ecological,1
naturalization hypothesis,ecological,1
nitrogen transfer,ecological,1
biomass attainment,ecological,1
biomass response,ecological,1
competition survival,ecological,1
introduction and population growth,ecological,1
genotype comparison,ecological,1
adaptation correlation,ecological,1
adaptation to cold,biological,1
control attempt,ecological,1
distribution affected by climate change,ecological,1
potential geographical distribution,ecological,2
gall formation,biological,7
phylogenetic pattern,ecological,1
species-area and species-isolation relationships,ecological,1
resource allocation and community assembly,ecological,1
propagule pressure and community assembly,ecological,1
reproductive output comparison,ecological,1
influence of human activities on species richness,anthropogenic,1
species-area relationship,ecological,3
global invasion distribution,ecological,1
habitat invasion patterns,ecological,1
terpene emission rates,biological,1
invasion_projection,ecological,1
mesopredator release,ecological,1
protective,ecological,1
species richness-temperature relationship,ecological,2
species richness-human population relationship,ecological,2
initial invasion site,ecological,3
spread area,ecological,2
impact severity,ecological,2
pre-adaptation for invasiveness,ecological,1
niche width adaptation,ecological,1
pest control,economic,1
predation and population impact,ecological,1
predation/control attempt,ecological,1
predation and toxicity,ecological,1
interspecies competition,ecological,1
exploitation competition,ecological,1
seasonal habitat shift,ecological,1
native range and historical divergence,ecological,1
recent introductions,anthropogenic,1
leaf trait comparison,ecological,1
habitat-location,physical,1
demographic swamping,ecological,1
disturbance by beetle,biological,1
climatic impact on growth,ecological,1
genomic alteration,biological,1
fueling process,biological,1
dominance in sporocarp biomass,ecological,1
frequency in habitat,ecological,1
post-invasion gene flow and population admixture,biological,1
dispersal amplification,ecological/physical,1
species naturalization,biological,1
pest-damage,ecological,1
marker transferability,biological,1
phylogeographical pattern,biological,1
bona species status,biological,1
climatic_similarity,ecological,1
taxonomic homogenization and differentiation,ecological,1
nutrient-related plasticity in photosynthetic area,ecological,1
biomass accumulation,ecological,1
reduction in photosynthetic area,ecological,1
nectar attraction,biological,1
foraging interference,ecological,1
dispersal relationship,biological/ecological,1
environmental drivers of occurrence and abundance,ecological,1
richness-latitude relationship,ecological,1
richness-population density relationship,ecological,1
richness-distance relationship,ecological,1
invader impact,ecological,2
disease impact,biological,3
data extrapolation,ecological,3
data combination,ecological,1
suitability for reproduction,ecological,1
increased future suitability,ecological,1
taxonomic isolation,ecological,2
range size distribution,biological,1
range size vs. residence time,ecological,1
introduction experiment,anthropogenic,1
climate-matching,ecological,1
association change,ecological,1
species distribution related to contamination,ecological,1
effects of antifouling paints,ecological,1
introduction history,ecological,2
influence of fruit traits,biological,1
negative correlation,biological,2
nutrient trait association,biological,1
abundance dominance,ecological,1
variation in exotic cover,ecological,1
significant introduction,ecological/anthropogenic,1
influence of human factors on species richness,ecological,1
influence of environmental factors on species richness,ecological,1
urban sprawl related to alien species introductions,anthropogenic,1
occupancy effect,ecological,2
phylogenetic structure,ecological,1
community assembly,biological,1
quantification and influence,ecological,1
perception of invasibility,ecological,1
cryptogenic status,ecological,1
invasion prediction and spread,ecological,1
threatening process,ecological,1
integrated management action,anthropogenic,1
"detection, mapping, predicting spread",ecological,1
accumulation,physical,1
invasiveness assessment,ecological,1
exportation,anthropogenic,1
Acacia used in plantations,ecological,1
Presence and use of Acacia,ecological/economic,1
increased propagation,ecological,1
negative association with breeding site distribution,ecological,2
negative association with larval abundance,ecological,1
proximity impact,physical,1
dispersal by maritime transport,anthropogenic,1
