Species Name,Role,Count
lampropholis guichenoti,noninvasive,1
eumetopina flavipes,invasive,2
island sugarcane planthopper,invasive,1
invertebrate pests,invasive,1
zander (sander lucioperca),native/introduced,1
cryphonectria hypovirus 1,introduced,1
cryphonectria parasitica,introduced,1
scots pine (pinus sylvestris),native,1
dothistroma septosporum,exotic,1
mytilus trossulus,introduced,1
frankliniella occidentalis,invasive,4
round goby,nonindigenous,1
tubenose goby,nonindigenous,1
mytilus edulis,reference,1
mytilus trossulus,reference,1
parasitoids,native biocontrol agents,1
bactrocera dorsalis,invasive,5
bombus terrestris,native/introduced,1
bombus terrestris terrestris,introduced,1
bombus terrestris dalmatinus,introduced,2
bombus terrestris lusitanicus,native,1
bactrocera correcta,invasive,1
thrips palmi,invasive,1
mytilus planulatus,native,2
neogobius melanostomus,non-native,3
pomatoschistus minutus,-,1
gobies,-,1
resident populations,native,1
hypogastrura viatica,invasive,1
asian lineage of nezara viridula,invasive,1
european lineage of nezara viridula,invasive,1
alosa pseudoharengus,introduced,1
tetranychus truncatus,native,1
tetranychus pueraricola,native,1
potamopyrgus antipodarum,native,1
sargassum thunbergii,native,1
aplochiton spp.,native,1
threespine stickleback,invasive,2
non-native aquatic organism,alien,1
macroinvertebrates,introduced,1
osmerus mordax,introduced,1
juncus bulbosus,invasive,1
oligochaete worms,native,1
caenidae mayfly,native,1
tipulids,native,1
non-native fish,alien,1
brown trout,native/introduced,1
asellus aquaticus,-,1
daphnia magna,-,3
virile crayfish,invasive,1
turkish crayfish,invasive,1
coenagrion scitulum,native,1
dragonfly larvae,-,1
limnephilidae [trichoptera],-,1
awaous stamineus,native,1
camallanus cotti,non-native,1
macroinvertebrate,-,1
lentic taxa,native,1
lotic taxa,native,1
european catfish (silurus glanis),introduced,1
suaeda vera,native,1
waterfowl,native,1
chinese mitten crab,invasive,3
alnus spp.,native,1
phytophthora alni,invasive,1
p. x alni,invasive,1
exotic piscivores,introduced,1
aquatic plant species,-,1
cichlids,introduced,1
diadromous species with climbing ability,-,1
detritivores,-,1
aedes notoscriptus,invasive,1
culex pervigilans,native,1
hemicypris reticulata,alien,1
ankylocythere sinuosa,alien,1
plumatella vaihiriae,alien,1
larus fuscus,native,1
faxonius limosus,alien,2
freshwater decapod crustaceans,invasive,1
stream macroinvertebrates,native,1
rana dalmatina,native,1
triturus marmoratus,native,1
ponto‐caspian gobies,invasive,1
racer goby babka gymnotrachelus,invasive,1
glossogobius callidus,native,3
faxonius limosus,non-native,1
dreissena mussels,non-native,1
benthic fish,native,1
young-of-year (yoy) salmonids,native,1
bullhead cottus perifretum,native,1
cased trichopterans,native,1
vallisneria natans,native,1
potamonautes perlatus,native,3
clarias gariepinus,native,1
macquaria australasica,native/endangered,1
non-native crayfish,invasive,1
cottus perifretum,native,3
red sea fish,introduced,1
reef-associated fish species,native,1
sawgrass,native,1
torpedograss,invasive,1
haplotype m,invasive,1
med lineage,invasive,1
native grass,native,1
oculina patagonica,invader,1
mangrove communities,-,1
nonnative plants,nonnative,1
nitrogen fixer,nonnative,1
nearctic turtles,introduced,1
fascioloides magna,introduced,1
freshwater snails,native,1
ungulates,native,1
european snails,native,1
deer,native,2
feral pigs,invasive,1
invasive riparian species,invasive,1
ragweed,invasive,1
anolis sagrei,-,1
leiocephalus carinatus,invasive,1
graminoids,native/non-native,1
plant species,native/non-native,1
lagopus lagopus,-,1
lagopus muta,-,1
willow ptarmigan,-,1
rock ptarmigan,-,1
poa annua,non-native,1
native marine invertebrates,native,1
formica obscuripes,native,1
spodoptera littoralis,introduced,1
microplitis rufiventris,introduced,1
mamestra brassicae,native,2
microplitis mediator,native,1
woody aliens,alien,1
ornamental plants,alien,2
microlaena stipoides,native,2
invasive ecosystem engineers,invasive,2
ponto-caspian species,introduced,1
gammarid species,native,1
northern european species,native,1
great lakes-st. lawrence river species,native,1
dominant species,native/introduced,1
reptile,exotic,1
saltmarsh grasses,invasive,1
seagrasses,invasive,1
mangrove trees,invasive,1
introduced animals,introduced,1
structurally distinct primary producers,introduced,1
arthropoda,introduced,2
ochrophyta,introduced,1
kandelia obovata,native,4
fire ants,invasive,2
potential ias,invasive,1
other non-native marine species,potentially invasive,1
mediterranean fishes,native/exotic,1
warm-adapted species,native/exotic,1
warm-associated species,-,1
cool-associated species,-,1
marine invertebrates,non-native/invasive,1
flowering plants,non-native/invasive,1
terrestrial invertebrates,non-native/invasive,1
vertebrate species,non-native,1
hypnea musciformis,invasive,1
tunicates,non-native,1
plants,non-native,4
protists,non-native,1
world's worst invasive species,invasive,1
senecio inaequidens,invader,1
sand goanna,native,1
skinks,native,2
pygopods,native,1
geckos,native,1
arthropod communities,-,1
new species,alien/invasive,1
emerging species,alien/invasive,1
terrestrial vertebrates,alien/invasive,1
invertebrates,alien/invasive,1
fish,alien/invasive,1
macroinvertebrates,non-native,1
mollusca,non-native,1
crustacea,non-native,2
invasive-threatened mammals,invasive-threatened,1
invasive-threatened birds,invasive-threatened,1
species with large body mass,native,1
nematodes,native,2
microbes,-,3
euphausia superba,-,1
macroinvertebrate,alien,1
arthropoda,alien,4
chordata,alien,3
annelida,alien,2
southerly distributed moths,-,1
woodland species,-,1
farmland or suburban habitat species,-,1
limosa limosa bohaii,-,1
limosa limosa melanuroides,-,1
traded birds,invasive,1
non-native birds,non-native,4
shallow-marine benthic organisms,native,1
european archaeophyte,introduced,1
european terrestrial gastropods,introduced,1
slugs,introduced,1
snails,introduced,3
reptile and amphibian species,non-native,1
island endemics,introduced,1
holarctic non-native plants,non-native,1
european non-native birds,non-native,1
51 plant species,native and naturalized,1
crop pests and pathogens,invasive,1
fungal pathogens,invasive,2
oxalis pes-caprae,introduced,1
fuscospora cliffortioides,native,1
chinese woody species,introduced,1
non-native garden plants,non-native,1
holarctic plant invaders,invasive,1
lipara rufitarsis,native (specialist gall-fly associated with phragmites australis),1
vascular plant,native,1
vascular plant,alien,1
non-native plant pests,non-native,1
pathogens,non-native,2
vascular plants,non-native,3
comb jelly,invasive,1
naturalized species,alien/naturalized,1
trees,native/introduced/alien/invasive,1
freshwater birds,non-native,1
crustaceans,non-native,1
molluscs,non-native,3
invasive woody plant species,invasive,1
marine benthic macrophytes,-,1
marine benthic invertebrates,-,1
grass,invasive,1
seed plants,alien,1
passer domesticus,native/introduced,1
avian plasmodium parasites,native,1
black-headed weaver (ploceus melanocephalus),non-native,1
melanterius servulus,biological control agent,1
dasineura dielsi,biological control agent,1
onychognathus morio,native,1
streptopelia semitorquata,native,1
streptopelia sengalensis,native,1
psittacula exsul,extinct,1
psittacula wardi,extinct,1
psittacula eques,extinct,1
common buzzard buteo buteo,native,1
eurasian kestrel falco tinnunculus,native,1
european rabbits oryctolagus cuniculus,invasive,1
barbary ground squirrels atlantoxerus getulus,invasive,1
weed seeds,alien/invasive,1
harmonia axyridis,alien/invasive,1
dinocampus coccinellae,-,1
senecio inaequidens,introduced,2
senecio lividus,native,1
sphenella marginata,-,1
b. tabaci meam1,exotic,1
b. tabaci io,indigenous,1
b. tabaci med,invasive,1
ficus microcarpa,introduced/invasive,1
eupristina verticillata,introduced/pollinator,1
non-pollinating fig wasps (npfw),introduced,1
coccinella quinquepunctata,native,1
flower-visiting insects,indigenous/exotics,1
exotic plant species,exotics,1
ficus microcarpa,native/introduced,1
fig wasps,native/introduced,1
pollinator fig wasp,specific pollinator,1
ovule-galling fig wasps,native/introduced,1
parasitoid non-pollinating fig wasps,native/alien,1
dermanyssus gallinae,native/introduction status unclear,1
ornithonyssus sylviarum,native/introduction status unclear,1
drosophila c virus,native,1
flock house virus,native,1
diopatra biscayensis,possibly introduced or non-native,1
onuphid polychaete,-,1
branchiomma bairdi,introduced,1
argentine ant,native/invasive,1
mimosa pigra l.,invasive,1
asian longhorned beetle (anoplophora glabripennis),introduced,1
tephritid species,introduced,1
oxyops vitiosa,introduced,1
medflies,invasive,1
parnassius apollo,invader,1
lates calcarifer,native,1
hephaestus fuliginosus,native,1
abbottina rivularis,invasive,1
benthic macro-invertebrates,-,1
carassius gibelio,non-indigenous,1
pseudorasbora parva,non-indigenous,1
ameiurus nebulosus,non-indigenous,1
silurus glanis,-,1
leucaspius delineatus,-,1
non-indigenous fishes,invasive,1
non-native freshwater fish,introduced,2
african cichlid tilapia,introduced,1
exotic freshwater fishes,introduced,1
lernaea cyprinacea,introduced,2
ligula intestinalis,introduced,1
anguillicoloides crassus,invasive,1
tilapia mariae,invasive,2
macrorhynchia philippina,invasive,1
aglaophenia,alien,1
gymnangium,native,1
forage grasses,native,1
finfish,native/introduced/alien/invasive,1
tilapias,alien,1
catfish,alien,2
chinese and indian major carps,alien,1
common carp,alien,1
temnothorax wollastoni,native,1
pandora neoaphidis,native,1
cuckoo bumblebees,social parasite,1
other bumblebees,social parasite,1
hylaeus spp.,native,1
honeycreepers,native,1
honeybees,non-native,1
ceratitis catoirii,endemic,2
three successive invaders,invasive,1
polyphagous tephritidae,invasive/endemic,1
frankliniella bispinosa,native,1
capsicum annuum,-,1
propylea quattuordecimpunctata,native,1
native aphidophagous ladybirds,native,1
aglais urticae,native,1
sturmia bella,introduced,1
inachis io,native,1
oak cynipid parasitoids,native,1
eurytoma,-,1
eupelmus,-,1
salmo trutta,native/introduced,1
cyprinus carpio,alien,1
non-native fishes,introduced,2
alien fish,introduced,1
species from the family poeciliidae,introduced,1
macrophytes,native,2
periphytic algae,-,1
american signal crayfish,introduced,1
alewife,-,1
invasive predatory cladocerans,invasive,1
vendace (coregonus albula),invasive,1
daphnia longispina,native,2
bosmina longispina,native,1
bosmina longirostris,native,1
daphnia spp.,native,1
daphnia lumholtzi,exotic,1
daphnia parvula,native,1
planktivores,-,1
cryptomonas erosa,-,1
gobiomorphus breviceps,native,1
galaxias anomalus,native,1
helminth parasite species,native,1
sinodiaptomus valkanovi,invasive,1
sinodiaptomus sarsi,native,1
haplochromines,native,1
gasterosteus gymnurus,native,1
salaria fluviatilis,native,1
alien fish species,introduced,1
prochilodus lineatus,native,2
non-indigenous hosts,introduced,1
rotifera,-,2
cladocera,-,1
hypania invalida,invasive,1
gammarus duebeni celticus,invasive,1
zebra mussel,invasive,5
anodonta anatina,-,1
unio pictorum,-,1
north american freshwater mussels,native,1
european unionoids,native,1
exotic riparian species,exotic,1
native dominant species,native,1
lepomis sp.,-,1
micropterus sp.,-,1
benthic macroinvertebrates,-,2
sea lamprey larvae,invasive,1
calcifuge grasslands species,native,1
acid-tolerant species,native/invasive,1
competitive species,native/invasive,1
nitrophilic species,invasive,1
california tiger salamander,native,2
introduced tiger salamander,introduced,1
parasites,-,1
senecio glastifolius,invasive,1
vellereophyton dealbatum,invasive,1
96 plant taxa (species and subspecies) endemic to south africa,native,1
cortaderia selloana,alien,2
ampelodesmos mauritanica,invasive,1
lavatera arborea,invasive,1
fratercula arctica,native,1
exotic birds,nonnative,1
rana catesbeiana (american bullfrog),invasive,1
tragopogon dubius,native/introduced,1
tragopogon pratensis,native,1
alien-invasive plant species,invasive,1
vertebrates,native,1
weeds of national significance (wons),invasive,1
wind pollinated trees,invasive,1
middle spotted woodpecker (dendrocopus medius),native,1
arytainilla spartiophila,alien,1
ceratitis rosa,invasive,1
rutilus rutilus,introduced,2
crassostrea gigas,exotic,1
eriophorum vaginatum,alien,1
cladonia portentosa,native,2
mogulones larvatus,biocontrol agent,1
chara spp.,native,1
nuphar lutea,native,2
pinus nigra,invasive,2
wind-dispersed invasive conifers,invasive,1
melitaea didyma,-,1
coenonympha tullia,-,1
maculinea teleius,-,1
butterflies,vagrant,1
snakes,vagrant,1
carlia munda,native,1
carlia pectoralis,native,1
cryptostegia grandiflora,introduced,1
iridaceae,native,1
chelodina rugosa,native,1
transgenes,invasive,1
diseases,invasive,1
trinia glauca,native,1
cotoneaster horizontalis,alien,1
sessile invertebrates,native,2
syzygium jambos,non-native,1
silaum silaus,native,1
serratula tinctoria,native,1
myxoma virus,introduced,1
berberis thumbergii,invasive,1
euonymus alata,invasive,1
insect crop pests,invasive,1
bruchidius villosus,introduced,2
northern quoll (dasyurus hallucatus),native,1
cane toad (bufo marinus),invasive,1
cervus unicolor,invasive,1
pinus nigra,introduced,1
forest pathogenic fungi,introduced,1
painted applemoth,invasive,1
bubalus bubalis,introduced,2
cercopagis pengoi,nonindigenous,1
nitokra hibernica,nonindigenous,1
seabirds,indigenous/introduced,1
land birds,indigenous,1
vascular plants,indigenous,1
insects,indigenous,1
introduced arthropods,introduced,1
introduced plants,introduced,1
native congeners,native,3
mus spretus,native,1
mediterranean naturalized plant species,alien,1
insects,indigenous/non-indigenous,1
vascular plants,indigenous/non-indigenous,1
naturalized alien neophytes,alien,1
herbs,introduced,1
hemicryptophytes,introduced,1
phanerophytes,introduced,1
australian plants,invasive,1
south african plants,invasive,1
macrothele calpeiana,native/introduced/alien/invasive,1
european herbaceous species,native,1
non-invasive species,introduced,1
terrestrial plants and animals,native,1
freshwater invertebrates,native,1
herpetofauna,native,1
centaurea solstitialis,introduced,1
leiolopisma telfairii,native,2
endemic fleshy fruited plant species,endemic,1
native fleshy fruited plant species,native,1
exotic fleshy fruited plant species,exotic,1
podocarpus elatus,native,1
tree species,-,1
forest herbs,native,1
woody plants,native,1
festuca pratensis,native,1
knautia arvensis,native,1
south african iridaceae,native,1
naturalized iridaceae,introduced,1
azorella monantha,native,1
cerastium arvense,exotic,1
taraxacum officinale,exotic,1
fabaceae,-,4
"tall, annual, range-restricted species with tree-like growth forms",native/threatened,1
climbing and herbaceous species,invasive,1
external invaders,invader,2
internal invaders,invader,2
legumes,native,1
tall herbs,native,1
small herbs,native,1
north american woody species,introduced,1
